Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
0,238.70476190476197,1,146803.42857142858,15,15,2,19170,2242,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,True,False,True
1,281.68,1,439984.16,22,22,1,14530,2368,Long-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
2,432.8571428571429,1,970465.7142857144,19,19,1,21331,4028,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
3,0.0,0,230193.6,17,17,1,13814,2417,Mid-term,English,NOTICE,PHONE,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4,308.41904761904766,1,182584.07619047625,16,16,2,15292,3137,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,True,True
5,0.0,0,151252.5,6,6,0,12551,2893,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,False
6,0.0,0,1377761.0000000002,21,21,1,12991,2779,Mid-term,Unknown,NOTICE,MAIL,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
7,223.44000000000003,1,277512.48000000004,18,18,1,14149,3214,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
8,0.0,0,221457.14285714287,15,15,1,13631,2077,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
9,124.76,1,199366.48,17,17,1,14817,2204,Long-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
10,0.0,0,332935.2693333333,22,22,2,12170,2143,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,False,False,False,False,False,False,False,False,True,True
11,0.0,0,184006.2857142857,15,15,1,12445,2114,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
12,110.33333333333336,1,148950.00000000003,10,10,2,18167,2056,Long-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,True,False,True
13,0.0,0,255984.48000000004,23,23,1,1747,3037,Short-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
14,141.712,1,637704.0,30,30,2,16842,2135,Long-term,English,NOTICE,BRANCH (POS),6-10,Premier,False,False,False,True,False,False,False,False,False,False,True
15,0.0,0,792136.7999999999,21,21,1,11074,2577,Mid-term,English,AUTO RENEW,AUTO RENEW,101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
16,507.3142857142857,1,192779.42857142855,19,19,1,17544,4562,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
17,0.0,0,363121.00000000006,15,15,1,12916,2975,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
18,0.0,0,501692.4,22,22,1,2781,3193,Short-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
19,0.0,0,117955.20000000004,18,18,1,15016,1689,Long-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
20,0.0,0,127709.86666666668,8,8,1,10953,3261,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
21,0.0,0,452872.3466666666,11,11,1,11530,3466,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
22,178.47619047619048,1,517224.0,21,21,1,18214,2206,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
23,0.0,0,350056.00000000006,15,15,1,10909,6010,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
24,0.0,0,29864.761904761905,4,4,2,13404,3067,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,True,False,True
25,0.0,0,390473.1428571429,15,15,1,11439,2870,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
26,304.08000000000004,1,485007.6000000001,11,11,1,17634,4040,Long-term,English,NOTICE,MAIL,1-5,Standard,True,True,False,False,False,False,False,False,False,False,True
27,323.3706666666667,1,548113.28,15,15,1,2291,2200,Short-term,English,AUTO RENEW,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
28,211.25866666666667,1,71827.94666666667,17,17,1,22580,2590,Long-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
29,0.0,0,112012.5,3,3,0,11881,2403,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,False
30,0.0,0,178257.19999999998,10,10,1,10434,2363,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
31,201.6952380952381,1,298508.9523809524,20,20,1,18365,2372,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
32,0.0,0,948106.9714285716,22,22,2,10557,3071,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,True,False,False,False,False,True
33,0.0,0,953837.7333333336,14,14,1,11104,3884,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
34,131.86666666666665,1,346545.5999999999,18,18,1,19566,2276,Long-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
35,0.0,0,105257.6,16,16,0,11304,2851,Mid-term,Unknown,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,False
36,0.0,0,71875.04761904762,4,4,1,10984,3268,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
37,0.0,0,34663.571428571435,1,1,0,11227,2455,Mid-term,Unknown,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,False
38,0.0,0,312152.99047619046,19,19,1,12612,2766,Mid-term,English,NOTICE,PHONE,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
39,0.0,0,173610.80000000002,15,15,1,12065,6312,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
40,0.0,0,334889.2,15,15,1,17360,2211,Long-term,Asian,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
41,1299.25,1,3383247.0,21,21,7,9857,3055,Mid-term,English,NOTICE,WEB,101-500,Standard,False,True,True,True,True,True,True,True,True,False,False
42,0.0,0,922924.8,15,15,2,12079,3739,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,True,False,False,False,True
43,448.0533333333334,1,138448.48000000004,3,3,1,7292,5513,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
44,283.1190476190476,1,143824.47619047618,4,4,0,10008,2550,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,False
45,0.0,0,1118455.0,15,15,2,13722,3275,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,True,False,False,False,True,False,False,False,False,True
46,125.77066666666668,1,168910.00533333333,17,17,1,16539,1917,Long-term,Unknown,AUTO RENEW,AUTO RENEW,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
47,195.59428571428572,1,404880.17142857146,24,15,1,9813,2005,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
48,0.0,0,70817.24,30,30,1,13661,2020,Mid-term,English,AUTO RENEW,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
49,357.65714285714284,1,572966.7428571428,18,18,1,9752,3490,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
50,0.0,0,173556.24000000005,18,18,1,11425,1298,Mid-term,English,AUTO RENEW,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
51,179.58095238095237,1,20831.390476190478,4,4,1,9902,2213,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
52,375.81142857142856,1,876016.44,21,21,1,9735,2998,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
53,170.47619047619048,1,26253.333333333336,14,14,1,18532,2148,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
54,0.0,0,1520057.7600000002,30,30,2,15565,2677,Long-term,English,AUTO RENEW,WEB,11-50,Standard,False,True,False,False,False,False,False,False,True,False,True
55,0.0,0,344148.48,18,18,1,15930,2286,Long-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
56,0.0,0,289807.54285714286,12,12,1,13770,2445,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
57,409.7600000000001,1,86049.6,21,21,1,16783,3024,Long-term,English,NOTICE,WEB,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
58,0.0,0,24411.333333333336,5,5,1,11653,1641,Mid-term,Unknown,NOTICE,WEB,101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
59,0.0,0,95870.0,6,6,1,9431,2235,Mid-term,English,NOTICE,BRANCH (PHONE),11-50,Premier,False,True,True,False,False,False,False,False,False,False,False
60,0.0,0,130069.33333333334,20,20,1,12323,2719,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
61,0.0,0,459523.67999999993,18,18,1,12674,2624,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
62,621.8000000000001,1,790929.6000000001,24,24,1,17071,2200,Long-term,English,NOTICE,MAIL,101-500,Standard,False,False,False,False,False,False,False,False,False,False,True
63,0.0,0,142550.81904761904,13,13,1,2766,2409,Short-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
64,0.0,0,231278.4,9,9,1,11288,3119,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
65,0.0,0,238402.56,17,17,2,11043,2048,Mid-term,English,NOTICE,WEB,11-50,Premier,False,True,True,False,False,False,False,False,False,False,True
66,159.904,1,240495.616,16,16,3,10678,2291,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,True,False,False,False,False,True,False,True
67,321.5333333333333,1,360760.4,11,11,1,10434,2193,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,True,True,False,False,False,False,False,False,False,False,True
68,0.0,0,291845.5466666667,22,22,1,10647,2470,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
69,689.4666666666667,1,2275240.0,22,22,1,1684,2338,Short-term,English,AUTO RENEW,AUTO RENEW,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
70,180.9142857142857,1,290367.4285714286,15,15,1,17634,2223,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
71,0.0,0,486963.3600000001,18,18,2,14057,3865,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,False,True,False,False,False,False,False,False,True,False,True
72,0.0,0,1561308.4031999998,21,21,2,10756,4362,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,True,False,False,False,False,False,False,True
73,211.13333333333333,1,452247.6,17,17,3,13722,3088,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,True,False,True,False,True
74,327.23809523809524,1,36650.66666666666,8,8,1,5020,2803,Short-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,True,False
75,261.92380952380955,1,766389.0666666668,22,22,2,9994,2804,Mid-term,English,NOTICE,PHONE,6-10,Premier,False,True,False,False,False,False,False,False,False,True,True
76,0.0,0,1203408.0,20,20,1,13175,3451,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
77,0.0,0,244613.6,19,19,1,11288,2314,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
78,643.4566666666667,1,1415604.6666666667,20,20,2,9902,2953,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,False,True,False,False,False,False,False,False,False,True,True
79,0.0,0,542792.0,8,8,0,10953,2876,Mid-term,Unknown,NOTICE,MAIL,51-100,Standard,False,True,False,False,False,False,False,False,False,False,False
80,235.8666666666667,1,96233.60000000002,17,17,1,14605,2617,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
81,0.0,0,2683729.4166666665,19,19,0,10786,3089,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,False,False,False,False,False,False,False,False,False,False
82,0.0,0,483258.5142857143,8,8,1,9234,4110,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
83,0.0,0,409633.7142857143,18,18,1,13770,2067,Mid-term,English,NOTICE,MAIL,6-10,Standard,True,False,False,False,False,False,False,False,False,False,True
84,0.0,0,1760491.2000000002,24,24,1,13175,2614,Mid-term,English,NOTICE,MAIL,101-500,Premier,True,False,False,False,False,False,False,False,False,False,True
85,0.0,0,141313.2190476191,5,5,1,9172,3361,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
86,297.67619047619047,1,253322.4380952381,23,23,1,14712,3060,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
87,0.0,0,106833.28,6,6,1,11104,3234,Mid-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
88,0.0,0,101160.2176,8,8,2,8778,2856,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,False,False,True,False,False,False,False,False,False,True
89,188.11428571428573,1,485334.8571428572,20,20,1,16661,2275,Long-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
90,0.0,0,1223666.88,19,19,2,9172,3561,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,True,False,False,False,False,False,False,True
91,0.0,0,817190.8800000001,22,22,1,9065,3063,Mid-term,European,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
92,0.0,0,563805.1466666667,22,22,2,15108,2761,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,True,True
93,0.0,0,3305316.8000000003,12,12,1,10404,2985,Mid-term,English,NOTICE,MAIL,500+,Premier,False,False,False,False,False,False,False,False,False,False,True
94,0.0,0,544643.7333333334,20,20,1,10647,3122,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
95,265.81666666666666,1,50505.16666666666,5,5,0,11773,3104,Mid-term,Unknown,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,False
96,0.0,0,253409.93333333332,22,22,1,11957,3701,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,False,False,False,False,False,False,False,False,False,True
97,0.0,0,493349.6,24,24,2,5009,2718,Short-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,True,False,True
98,218.14,1,317611.84,14,14,1,10100,2644,Mid-term,English,AUTO RENEW,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
99,0.0,0,230601.6,20,20,1,11578,2084,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
100,0.0,0,182160.0,12,12,1,10831,2904,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
101,0.0,0,477741.3333333334,20,20,1,9217,2808,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
102,272.5714285714286,1,372060.00000000006,13,13,1,7484,2880,Mid-term,English,NOTICE,MAIL,6-10,Standard,True,False,False,False,False,False,False,False,False,False,True
103,0.0,0,62081.36,22,22,1,12824,2447,Mid-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
104,0.0,0,246031.9085714286,20,20,3,5770,2211,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,True,False,False,False,False,True,False,True
105,0.0,0,64707.41333333332,13,13,1,24877,3608,Long-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
106,341.5657142857144,1,145848.56000000003,7,7,1,6064,2809,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
107,256.1523809523809,1,369884.0380952381,19,19,2,17892,2762,Long-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
108,0.0,0,236688.48,14,14,2,12156,1995,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,True,False,True
109,0.0,0,186198.48000000004,9,9,1,11074,3928,Mid-term,English,AUTO RENEW,PHONE,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
110,372.70133333333337,1,798326.256,21,21,1,18609,2394,Long-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
111,0.0,0,915618.3771428572,20,20,2,2463,3117,Short-term,English,AUTO RENEW,PHONE,6-10,Standard,False,True,False,True,False,False,False,False,False,False,True
112,0.0,0,442626.8000000001,15,15,1,3767,2888,Short-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
113,0.0,0,708728.0571428572,17,17,1,10039,3480,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
114,0.0,0,766021.9542857143,13,13,1,11196,3151,Mid-term,English,AUTO RENEW,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
115,0.0,0,2301309.2666666666,17,17,1,12065,4526,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,False,False,False,False,False,False,False,False,False,True
116,580.6666666666666,1,1097460.0,21,21,1,14702,3213,Long-term,English,AUTO RENEW,PHONE,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
117,0.0,0,878075.5000000001,17,17,1,11592,3153,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
118,0.0,0,30805.866666666665,2,2,1,6158,2360,Short-term,English,NOTICE,AUTO RENEW,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
119,0.0,0,800891.0,13,13,0,3643,3329,Short-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,False
120,177.1619047619048,1,66967.20000000001,18,18,1,16753,2196,Long-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
121,0.0,0,106229.76,8,8,0,3956,3541,Short-term,Unknown,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,False
122,427.02400000000006,1,1067560.0000000002,20,20,2,9843,2888,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,True,False,False,False,False,False,False,True
123,0.0,0,819910.0,21,21,1,12869,4001,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
124,0.0,0,616314.3999999999,19,19,1,10647,2204,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
125,0.0,0,67689.6,22,22,1,4119,2239,Short-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
126,567.5619047619048,1,237240.8761904762,19,19,2,21027,4994,Long-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,True,True
127,0.0,0,504252.84,21,21,1,8700,2476,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
128,0.0,0,1535940.0,20,20,1,9172,4421,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
129,0.0,0,260560.4571428572,48,48,2,9295,2105,Mid-term,Unknown,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,True,False,True
130,0.0,0,38773.8,9,9,1,9065,3867,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
131,245.5809523809524,1,459236.380952381,22,22,1,17071,2686,Long-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
132,0.0,0,174068.88,19,19,1,12796,2516,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
133,262.9066666666667,1,671989.4400000001,18,18,1,19719,2272,Long-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
134,458.0533333333334,1,453472.8000000001,10,10,1,7698,3271,Mid-term,English,NOTICE,BRANCH (PHONE),11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
135,0.0,0,414938.02666666673,16,16,2,11439,2526,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,True,False,True
136,0.0,0,3460576.0000000005,16,16,2,11804,2433,Mid-term,English,NOTICE,MAIL,500+,Premier,False,True,False,False,False,False,False,False,True,False,True
137,211.85333333333332,1,97452.53333333334,23,23,1,10039,3095,Mid-term,European,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
138,222.83809523809524,1,110527.69523809524,8,8,1,15718,2523,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
139,0.0,0,154861.7142857143,24,24,1,11227,2083,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
140,293.2380952380953,1,780013.3333333335,19,19,1,14879,3028,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
141,0.0,0,352685.2380952381,19,19,2,15412,2491,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,True,False,True
142,0.0,0,245443.0476190476,20,20,1,13607,3675,Mid-term,English,NOTICE,PHONE,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
143,0.0,0,242945.2190476191,19,19,1,11335,2274,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
144,224.70476190476197,1,235940.0000000001,21,21,2,16583,2537,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,True,True
145,121.37333333333332,1,44665.386666666665,16,16,2,9916,2169,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,True,False,True
146,0.0,0,474733.3333333333,20,20,1,10848,2871,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
147,0.0,0,371146.00000000006,19,19,2,11943,2260,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,True,False,False,False,False,False,False,True
148,0.0,0,1978414.9047619049,25,25,1,10664,3854,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
149,0.0,0,2204782.4000000004,15,15,1,8792,6541,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,False,False,False,False,False,False,False,False,False,True
150,0.0,0,528256.64,23,23,1,2027,4384,Short-term,English,NOTICE,MAIL,11-50,Standard,False,False,False,False,False,False,False,False,False,False,True
151,0.0,0,178047.6,23,23,1,13800,3568,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
152,334.53333333333336,1,194029.3333333333,20,20,1,14057,2296,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
153,402.1333333333333,1,674377.6,13,13,1,9994,3808,Mid-term,English,NOTICE,PHONE,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
154,247.3333333333333,1,648013.3333333333,20,20,3,13892,2699,Mid-term,English,NOTICE,BRANCH (PHONE),6-10,Premier,False,True,False,False,False,False,True,False,True,False,True
155,0.0,0,353843.3066666667,22,22,2,12370,2346,Mid-term,English,NOTICE,BRANCH (POS),6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
156,0.0,0,588042.6933333334,17,17,1,10192,2165,Mid-term,English,NOTICE,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
157,0.0,0,1671188.64,15,15,2,18122,5132,Long-term,Asian,NOTICE,MAIL,11-50,Premier,False,True,False,True,False,False,False,False,False,False,True
158,0.0,0,1048918.5,9,9,0,8943,3615,Mid-term,Unknown,NOTICE,PHONE,101-500,Premier,False,False,False,False,False,False,False,False,False,False,False
159,0.0,0,474605.04,21,21,2,6710,2840,Mid-term,English,AUTO RENEW,PHONE,1-5,Standard,False,True,False,False,False,False,False,False,True,False,True
160,0.0,0,1067325.12,23,23,1,2090,3859,Short-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
161,0.0,0,405032.3733333333,19,19,1,2159,3798,Short-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
162,0.0,0,581276.0476190476,19,19,0,9264,2966,Mid-term,English,NOTICE,PHONE,6-10,Premier,False,True,False,False,False,False,False,False,False,False,False
163,0.0,0,74034.52,21,21,1,8929,1807,Mid-term,English,NOTICE,PHONE,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
164,0.0,0,167259.60533333334,16,16,1,8806,2912,Mid-term,English,NOTICE,BRANCH (POS),1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
165,0.0,0,478992.00000000006,17,17,1,3452,2850,Short-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
166,0.0,0,273660.8571428572,15,15,1,13175,3708,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
167,0.0,0,109601.232,9,9,1,8959,1739,Mid-term,English,AUTO RENEW,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
168,0.0,0,729873.6,14,14,1,8313,4204,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
169,0.0,0,1499537.0,15,15,1,12796,3349,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
170,0.0,0,845546.0000000001,13,13,2,13234,2232,Mid-term,English,NOTICE,PHONE,101-500,Standard,False,False,False,False,False,False,False,False,True,False,True
171,0.0,0,2546122.666666667,20,20,4,12551,2050,Mid-term,English,NOTICE,MAIL,500+,Premier,False,True,True,True,False,False,False,True,False,False,True
172,0.0,0,63559.25333333333,13,13,1,10025,2714,Mid-term,English,NOTICE,MAIL,11-50,Standard,True,False,False,False,False,False,False,False,False,False,True
173,382.9,1,331974.3,17,17,0,11425,2494,Mid-term,Unknown,NOTICE,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,False
174,268.45714285714286,1,143624.57142857142,5,5,2,14226,2850,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,True,True
175,0.0,0,476378.3619047619,22,22,1,11349,2242,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
