Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
4723,0.0,0,169735.03999999998,16,16,1,11335,1888,Mid-term,English,NOTICE,PHONE,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4724,0.0,0,469707.4285714286,20,20,1,11043,3004,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4725,0.0,0,457308.0,18,18,1,6091,2660,Short-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4726,220.72,1,512070.4,20,20,1,15078,3186,Long-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4727,0.0,0,162718.6,11,11,1,12796,2564,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
4728,0.0,0,436335.00000000006,25,25,1,12749,2807,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4729,0.0,0,558900.0,15,15,1,4826,2861,Short-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4730,0.0,0,217876.85333333336,11,11,1,14118,2440,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
4731,270.7428571428572,1,518201.8285714287,22,22,1,6240,2867,Short-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4732,0.0,0,401944.00000000006,20,20,1,10319,1948,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4733,285.48571428571427,1,87358.62857142856,17,17,5,15200,2972,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,True,True,True,True,False,False,True
4734,0.0,0,354620.0,17,17,2,8820,3062,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
4735,0.0,0,355392.0,15,15,1,11592,2274,Mid-term,English,NOTICE,MAIL,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
4736,0.0,0,16552.0,7,7,2,2019,2056,Short-term,English,NOTICE,MAIL,6-10,Premier,True,False,True,False,False,False,False,False,False,False,True
4737,280.1428571428572,1,328607.5714285714,17,17,0,16948,2533,Long-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,False
4738,0.0,0,44874.66666666666,1,1,1,8731,4208,Mid-term,English,NOTICE,BRANCH (POS),51-100,Standard,False,False,False,False,False,False,False,False,False,False,True
4739,0.0,0,2615412.8000000003,24,24,2,9417,3344,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,False,True,False,False,False,False,False,False,True,False,True
4740,0.0,0,320211.99999999994,17,17,1,11439,2250,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4741,0.0,0,359039.99999999994,17,17,1,5502,2428,Short-term,English,NOTICE,WEB,1-5,Premier,True,False,False,False,False,False,False,False,False,False,True
4742,0.0,0,802244.7085714285,19,19,1,10557,3278,Mid-term,English,AUTO RENEW,PHONE,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4743,0.0,0,49457.37142857143,16,16,1,12749,1184,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4744,0.0,0,379215.2,21,21,1,10848,2349,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4745,114.34285714285714,1,244007.65714285712,22,22,2,11973,1746,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,True,True
4746,155.3733333333333,1,167803.2,18,18,1,14605,2517,Long-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
4747,0.0,0,117383.76,21,21,2,12916,2638,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
4748,0.0,0,243359.87200000003,21,21,1,8639,1848,Mid-term,English,NOTICE,BRANCH (POS),11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4749,0.0,0,513128.8380952381,19,19,1,10786,3473,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4750,2081.066666666667,1,5535637.333333335,20,20,1,18682,3057,Long-term,English,AUTO RENEW,PHONE,500+,Premier,False,False,False,False,False,False,False,False,False,False,True
4751,355.98095238095243,1,363100.5714285715,12,12,1,9857,3478,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4752,0.0,0,337171.2,6,6,2,10543,3888,Mid-term,Unknown,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,True,False,True
4753,0.0,0,21978.000000000004,5,5,1,11425,2426,Mid-term,Asian,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4754,0.0,0,621781.3333333334,16,16,1,9112,3069,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4755,0.0,0,451629.9333333334,17,17,1,12146,4126,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4756,0.0,0,48960.8,1,1,1,8670,3313,Mid-term,English,NOTICE,MAIL,11-50,Standard,True,True,True,False,False,False,False,False,False,False,False
4757,249.69523809523807,1,286650.13333333336,14,14,1,9629,2716,Mid-term,English,NOTICE,PHONE,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4758,0.0,0,467001.936,23,23,2,14285,3065,Long-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,True,False,False,False,False,False,False,True
4759,0.0,0,80150.88,3,3,1,9172,2775,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4760,0.0,0,2066073.8,21,21,1,10862,4341,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
4761,0.0,0,290920.448,16,16,2,3915,2418,Short-term,English,AUTO RENEW,PHONE,11-50,Premier,False,True,False,True,False,False,False,False,False,False,True
4762,0.0,0,371118.1866666667,23,23,1,2108,2722,Short-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4763,0.0,0,3169991.6666666674,19,19,1,10404,3659,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
4764,0.0,0,180769.82857142857,12,12,1,11213,2538,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4765,0.0,0,1545844.1142857142,26,26,2,8670,2899,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,True,False,False,False,False,False,True,False
4766,0.0,0,226085.52,18,18,1,11804,3034,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4767,0.0,0,720238.6285714287,18,18,1,4903,3684,Short-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4768,0.0,0,904749.7142857144,20,20,1,13373,3310,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4769,142.532,1,99202.272,8,8,1,14347,2049,Long-term,English,AUTO RENEW,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4770,145.42857142857142,1,206508.57142857145,20,20,1,9339,1969,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4771,0.0,0,452484.48,21,21,1,11425,2610,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4772,0.0,0,730758.5999999999,17,17,1,10695,3434,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
4773,0.0,0,125525.2,15,15,1,3909,2543,Short-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
4774,0.0,0,555004.3200000001,18,18,1,8756,2601,Mid-term,English,AUTO RENEW,PHONE,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4775,0.0,0,403275.6,21,21,1,10039,3951,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4776,0.0,0,18051.6,9,9,1,4790,2393,Short-term,Unknown,NOTICE,PHONE,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4777,203.23809523809524,1,82921.14285714287,12,12,1,2188,2383,Short-term,Unknown,NOTICE,MAIL,6-10,Premier,True,False,False,False,False,False,False,False,False,False,True
4778,0.0,0,1130605.7142857146,24,24,1,10496,3271,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4779,225.88,1,591805.6000000001,20,20,1,11759,3239,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4780,492.1973333333335,1,310084.32000000007,14,14,1,8882,2865,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4781,149.85333333333335,1,103848.36,11,11,1,16387,2461,Long-term,English,NOTICE,BRANCH (POS),6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4782,0.0,0,547877.12,8,8,1,12796,3413,Mid-term,English,NOTICE,MAIL,11-50,Standard,True,False,False,False,False,False,False,False,False,False,True
4783,0.0,0,629485.7142857143,15,15,1,5961,3433,Short-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4784,297.31428571428575,1,263123.1428571429,15,15,1,10039,3057,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4785,0.0,0,77277.20000000001,3,3,1,11304,2955,Mid-term,English,NOTICE,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4786,0.0,0,490810.28571428586,18,18,1,11227,2770,Mid-term,English,NOTICE,MAIL,6-10,Premier,True,False,False,False,False,False,False,False,False,False,True
4787,0.0,0,2973368.0000000005,15,15,1,9643,3911,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,False,False,False,False,False,False,False,False,False,True
4788,0.0,0,552683.2190476191,19,19,1,11530,3269,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4789,0.0,0,309988.0,15,15,2,11469,2438,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,True,False,False,False,False,False,False,False,True,True
4790,0.0,0,1024380.0,7,7,2,17252,2924,Long-term,English,NOTICE,MAIL,101-500,Standard,False,True,False,True,False,False,False,False,False,False,True
4791,0.0,0,500408.0,25,25,1,16234,1648,Long-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4792,0.0,0,519243.4,19,19,1,9082,3796,Mid-term,English,NOTICE,PHONE,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
4793,0.0,0,460804.2666666666,10,10,1,4726,2661,Short-term,English,NOTICE,MAIL,11-50,Standard,False,False,False,False,False,False,False,False,False,False,True
4794,5927.306666666666,1,8476048.533333333,11,11,1,9978,5594,Mid-term,English,AUTO RENEW,AUTO RENEW,500+,Premier,False,True,False,False,False,False,False,False,False,False,True
4795,0.0,0,293494.5,12,12,0,11227,2981,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,True,False,False,False,False,False,False,False,False,False
4796,0.0,0,94985.44,11,11,1,10482,2451,Mid-term,English,NOTICE,MAIL,11-50,Premier,True,True,False,False,False,False,False,False,False,False,True
4797,305.79200000000003,1,87150.72,15,15,2,16783,3535,Long-term,English,NOTICE,BRANCH (POS),6-10,Standard,True,False,False,True,False,False,False,False,False,False,True
4798,0.0,0,29312.800000000007,3,3,2,9234,3200,Mid-term,English,NOTICE,BRANCH (PHONE),1-5,Standard,False,True,False,False,False,False,False,False,False,True,True
4799,0.0,0,908851.2,9,9,1,9172,4157,Mid-term,English,NOTICE,MAIL,500+,Standard,False,False,False,False,False,False,False,False,False,False,True
4800,0.0,0,641442.5333333333,19,19,1,11227,3585,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4801,0.0,0,435030.0,15,15,1,1396,3837,Short-term,English,NOTICE,BRANCH (POS),6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4802,0.0,0,1033973.5466666667,26,26,2,3516,2769,Short-term,English,AUTO RENEW,WEB,6-10,Premier,False,True,False,False,False,False,False,False,True,False,True
4803,329.49333333333334,1,252062.4,15,15,1,4946,2613,Short-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4804,673.8000000000001,1,1363771.2000000002,23,23,1,15640,2306,Long-term,English,NOTICE,MAIL,101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
4805,444.1666666666667,1,257616.6666666667,5,5,0,11773,2745,Mid-term,Unknown,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,False
4806,0.0,0,490856.80000000016,14,14,1,10161,3528,Mid-term,English,NOTICE,PHONE,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
4807,0.0,0,125827.19999999998,21,21,2,9112,2716,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,True,False,False,False,False,False,False,False,True
4808,0.0,0,252803.7333333334,23,23,1,4286,2447,Short-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4809,0.0,0,461422.08,18,18,1,8778,3270,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4810,0.0,0,539754.8,23,23,1,8778,2159,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4811,0.0,0,227389.76000000004,15,15,1,10573,3466,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4812,0.0,0,167555.65714285715,23,23,1,10685,3102,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4813,321.7333333333333,1,311759.6,19,19,1,9874,4220,Mid-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4814,0.0,0,225328.13333333336,7,7,1,11227,2272,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
4815,621.8506666666666,1,962002.9813333332,13,13,1,10208,3375,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
4816,0.0,0,6381669.840000001,18,18,2,8792,3026,Mid-term,English,AUTO RENEW,AUTO RENEW,500+,Premier,False,True,False,False,False,False,False,False,True,False,True
4817,0.0,0,880512.7238095236,23,23,1,8486,3515,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4818,507.6438095238096,1,964523.2380952382,20,20,1,10147,3725,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4819,0.0,0,37150.0,5,5,1,14530,2955,Long-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
4820,0.0,0,308887.04,16,16,1,13418,2424,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
4821,401.3904761904762,1,1241902.1333333333,26,26,3,12018,3803,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,True,True,True
4822,377.3,1,172048.8,19,19,1,14422,2472,Long-term,English,NOTICE,PHONE,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
4823,0.0,0,700700.0000000001,14,14,2,9035,2803,Mid-term,English,AUTO RENEW,WEB,11-50,Premier,False,True,False,False,False,False,False,False,True,False,True
4824,0.0,0,882694.4,8,8,1,22458,3141,Long-term,English,NOTICE,MAIL,500+,Standard,False,False,False,False,False,False,False,False,False,False,True
4825,0.0,0,1714356.0000000002,21,21,1,12261,3712,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4826,0.0,0,165475.88571428572,18,18,1,8656,3460,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4827,0.0,0,277147.2,21,21,1,10208,2557,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4828,272.86857142857144,1,483250.24,23,23,2,19856,2556,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,True,False,False,False,False,False,False,True
4829,537.3234285714286,1,1354055.0400000005,20,20,2,10222,3395,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,True,False,False,False,False,False,False,True
4830,0.0,0,262503.12000000005,17,17,1,13800,2523,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4831,0.0,0,307358.6666666666,20,20,1,11592,3506,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4832,154.66666666666666,1,278400.0,20,20,1,16203,2035,Long-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4833,235.65904761904764,1,279255.97142857144,15,15,1,15336,2226,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4834,0.0,0,276181.71428571426,15,15,1,12065,1926,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4835,270.8,1,380203.2,13,13,1,13892,2867,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4836,0.0,0,852888.4571428573,22,22,1,8792,3114,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4837,0.0,0,890349.6000000001,21,21,1,3959,3194,Short-term,English,NOTICE,MAIL,6-10,Premier,True,True,False,False,False,False,False,False,False,False,True
4838,0.0,0,34122.4,6,6,2,2223,2718,Short-term,Unknown,NOTICE,MAIL,51-100,Standard,True,False,True,False,False,False,False,False,False,False,True
4839,285.064,1,502852.896,12,12,1,6543,3171,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4840,708.9680000000001,1,1347039.2000000002,19,19,1,5685,3718,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4841,0.0,0,315501.2,4,4,0,6480,3124,Mid-term,Unknown,NOTICE,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,False
4842,563.576,1,1049378.512,14,14,1,5356,3146,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4843,0.0,0,60791.63999999999,19,19,2,11104,2486,Mid-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,True,False,True
4844,1131.1333333333334,1,2669474.666666667,20,20,7,2668,3242,Short-term,English,AUTO RENEW,AUTO RENEW,101-500,Standard,False,True,False,True,True,True,True,True,True,False,True
4845,0.0,0,957824.88,23,23,1,15001,5106,Long-term,English,NOTICE,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4846,547.2333333333333,1,1365894.4,24,24,1,5835,3167,Short-term,English,NOTICE,WEB,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
4847,0.0,0,392569.1428571429,15,15,2,11742,3568,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
4848,590.25,1,681738.75,15,15,0,17617,1893,Long-term,English,NOTICE,BRANCH (PHONE),101-500,Standard,True,True,False,False,False,False,False,False,False,False,False
4849,0.0,0,592007.7142857143,15,15,1,5323,3086,Short-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4850,382.1653333333333,1,177324.71466666667,16,16,2,13753,2431,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,True,True
4851,0.0,0,471646.56,18,18,1,12688,3664,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4852,0.0,0,779558.4,15,15,1,10319,2912,Mid-term,English,NOTICE,PHONE,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4853,377.2380952380953,1,796726.8571428573,22,22,1,15777,3630,Long-term,English,NOTICE,BRANCH (PHONE),6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4854,0.0,0,550328.5714285715,18,18,1,10434,2679,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4855,0.0,0,817601.5466666669,23,23,1,11592,3471,Mid-term,Asian,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4856,172.74285714285713,1,174124.8,18,18,1,12310,2164,Mid-term,Unknown,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4857,0.0,0,48812.26666666668,19,19,1,11742,2242,Mid-term,English,NOTICE,PHONE,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4858,0.0,0,110544.0,6,6,1,9278,3441,Mid-term,Unknown,NOTICE,PHONE,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4859,0.0,0,1196514.72,18,18,1,10647,3340,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4860,0.0,0,110473.44000000002,22,22,2,12445,1348,Mid-term,Unknown,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,True,True
4861,210.6,1,206388.0,20,20,1,14664,2585,Long-term,Unknown,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4862,0.0,0,156824.57142857148,9,9,2,10319,4025,Mid-term,English,AUTO RENEW,PHONE,6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
4863,278.7373333333333,1,418106.0,20,20,1,5589,3122,Short-term,English,AUTO RENEW,BRANCH (PHONE),1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4864,0.0,0,579545.6333333334,22,22,1,8656,3297,Mid-term,English,AUTO RENEW,PHONE,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
4865,0.0,0,646191.1040000002,13,13,2,11425,2965,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,False,True,False,True,False,False,False,False,False,False,True
4866,365.21333333333337,1,334900.6266666667,7,7,1,14895,2940,Long-term,Asian,AUTO RENEW,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4867,0.0,0,164850.85714285716,9,9,1,8639,2700,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4868,0.0,0,2606528.4,21,21,1,8413,3418,Mid-term,Unknown,NOTICE,MAIL,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
4869,375.0,1,63000.0,2,2,2,10025,3076,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,True,True,False
4870,208.03809523809525,1,386950.8571428572,15,15,1,12490,2417,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4871,225.184761904762,1,72959.86285714289,12,12,1,16142,2168,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4872,257.48571428571427,1,710660.5714285714,20,20,1,10267,2772,Mid-term,Unknown,NOTICE,PHONE,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4873,0.0,0,97490.74285714286,8,8,1,10862,2230,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4874,0.0,0,823920.0,20,20,1,8717,3270,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4875,0.0,0,422319.04,22,22,1,8851,2186,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4876,474.9828571428572,1,710574.3542857143,22,22,2,11408,3545,Mid-term,Asian,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
4877,0.0,0,94035.84,6,6,1,12370,2792,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
4878,0.0,0,754304.0,15,15,1,11227,2535,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
4879,0.0,0,542530.5600000002,20,20,1,12018,2981,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4880,0.0,0,333553.36,21,21,1,11608,2656,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4881,0.0,0,1056630.9173333333,23,23,1,11349,2141,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4882,408.08,1,953682.96,19,19,1,10069,3015,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4883,0.0,0,237027.6,17,17,1,11288,2160,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4884,458.7466666666666,1,950523.0933333331,14,14,1,9431,3275,Mid-term,English,NOTICE,MAIL,11-50,Premier,True,False,False,False,False,False,False,False,False,False,True
4885,112.4,1,75532.8,16,16,2,15991,2077,Long-term,English,NOTICE,MAIL,1-5,Standard,True,True,False,False,False,False,False,False,False,True,True
4886,0.0,0,86112.0,14,14,1,10970,3865,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4887,0.0,0,820558.5142857144,20,20,1,1708,4204,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4888,0.0,0,308849.4857142857,6,6,2,9112,3926,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,True,True
4889,0.0,0,1148403.9840000002,23,23,1,3960,2311,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4890,0.0,0,445927.68,17,17,1,9143,2791,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
4891,389.7142857142858,1,929078.8571428572,16,16,3,5050,3719,Short-term,English,NOTICE,PHONE,6-10,Premier,True,True,False,False,True,True,False,False,False,False,True
4892,0.0,0,102915.42857142857,13,13,1,11592,2187,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4893,0.0,0,326585.60000000003,22,22,1,5400,2826,Short-term,English,NOTICE,WEB,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
4894,0.0,0,831182.9333333333,16,16,1,8670,2457,Mid-term,English,NOTICE,WEB,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
4895,0.0,0,213749.952,18,18,1,13770,2539,Mid-term,English,AUTO RENEW,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4896,166.03199999999998,1,119543.03999999998,18,18,2,15068,2343,Long-term,English,NOTICE,BRANCH (POS),6-10,Standard,False,True,False,True,False,False,False,False,False,False,True
